Employee_Name,EmpID,Full time status,GenderID,EmpStatusID,Process ScoreID,Process 1,Process 2,Process 3,Process 4,Process 5,Salary,Termd,PositionID,Position,State,Zip,DOB,Sex,MaritalDesc,CitizenDesc,HispanicLatino,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceComments,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences
"England, Rex",10235,1,1,1,1.654516251,0.094833641,0.208286839,0.303545134,0.88588626,0.161964377,54285,0,19,Production Technician I,MA,2045,08/25/78,M ,Married,US Citizen,No,3/31/2014,,N/A-StillEmployed,Active,D&A,Kelley Spirea,18,Employee Referral,Fully Meets,4.2,3,0,01-11-2019,0,3
"Erilus, Angela",10299,0,0,1,3.781283962,0.952341393,0.974168858,0.845493685,0.758558208,0.250721818,56847,0,20,Production Technician II,MA,2133,08/25/89,F,Separated,US Citizen,No,07-07-2014,,N/A-StillEmployed,Active,D&A,Michael Albert,22,Indeed,PIP,3,1,0,2/25/2019,2,5
"Estremera, Miguel",10280,0,1,4,2.321995225,0.9510619,0.097058204,0.065941446,0.417817907,0.790115768,60340,1,19,Production Technician I,MA,2129,09-02-1983,M ,Single,US Citizen,No,04-02-2012,9/27/2018,attendance,Active,D&A,Michael Albert,22,Google Search,Needs Improvement,5,4,0,04-12-2018,5,16
"Evensen, April",10296,0,0,4,1.474698087,0.351969182,0.01297105,0.652368376,0.317139848,0.14024963,59124,1,19,Production Technician I,MA,2458,05-06-1989,F,Single,US Citizen,No,2/17/2014,2/25/2018,"no-call, no-show",Active,D&A,Elijiah Gray,16,Google Search,Needs Improvement,2.3,3,0,1/15/2017,5,19
"Exantus, Susan",10290,1,0,4,2.944967963,0.488400349,0.555703972,0.435807238,0.642720601,0.822335803,99280,1,24,Software Engineer,MA,1749,05/15/87,F,Married,US Citizen,No,05-02-2011,06-05-2013,attendance,Active,D&A,Alex Sweetwater,10,Indeed,Needs Improvement,2.1,5,4,08-10-2012,4,19
"Faller, Megan ",10263,1,0,1,3.606049646,0.944909359,0.169002199,0.922853915,0.822940121,0.746344052,71776,0,20,Production Technician II,MA,1824,09/22/78,F,Married,US Citizen,No,07-07-2014,,N/A-StillEmployed,Active,D&A,Elijiah Gray,16,LinkedIn,Fully Meets,4.4,5,0,2/22/2019,0,17
"Fancett, Nicole",10136,0,0,1,3.31770403,0.955868459,0.715976761,0.678933815,0.52735994,0.439565055,65902,0,20,Production Technician II,MA,2324,09/27/87,F,Single,US Citizen,No,2/17/2014,,N/A-StillEmployed,Active,D&A,Webster Butler,,LinkedIn,Fully Meets,4,4,0,01-07-2019,0,7
"Ferguson, Susan",10189,1,0,5,2.076921257,0.312485645,0.602214898,0.541494448,0.154050721,0.466675545,57748,1,19,Production Technician I,MA,2176,04/14/55,F,Married,US Citizen,No,11-07-2011,5/17/2016,military,Active,D&A,Webster Butler,39,Google Search,Fully Meets,3.13,3,0,02-04-2016,0,16
"Ferdes, Nilson  ",10308,1,1,1,2.821277728,0.954139626,0.682063453,0.140461288,0.228025441,0.816587919,64057,0,19,Production Technician I,MA,2132,10/18/89,M ,Married,US Citizen,No,05-11-2015,,N/A-StillEmployed,Active,D&A,Amy Dunn,11,Indeed,PIP,1.56,5,0,01-03-2019,6,15
"Fett, Boba",10309,0,1,1,2.7632787,0.623267659,0.695600748,0.249689809,0.364789489,0.829930995,53366,0,15,Network Engineer,MA,2138,06/18/87,M ,Single,US Citizen,No,3/30/2015,,N/A-StillEmployed,Active,D&A,Peter Monroe,7,LinkedIn,PIP,1.2,3,6,02-04-2019,3,2
"Fidelia,  Libby",10049,1,0,1,3.141953352,0.668126828,0.605312014,0.643766383,0.425232894,0.799515233,58530,0,19,Production Technician I,MA,2155,03/16/81,F,Married,US Citizen,No,01-09-2012,,N/A-StillEmployed,Active,D&A,Brannon Miller,12,Google Search,Fully Meets,5,5,0,1/29/2019,0,19
"Fitzpatrick, Michael  J",10093,0,1,5,2.743489239,0.141400167,0.904636309,0.590191179,0.198006023,0.909255562,72609,1,20,Production Technician II,MA,2143,10-01-1981,M ,Single,US Citizen,Yes,5/16/2011,6/24/2013,hours,Active,D&A,Amy Dunn,11,Google Search,Fully Meets,4.76,5,0,04-05-2013,0,20
"Foreman, Tanya",10163,1,0,5,3.73496987,0.936396811,0.932403531,0.538804951,0.481330892,0.846033685,55965,1,20,Production Technician II,MA,2170,11-08-1983,F,Married,US Citizen,No,04-04-2011,01-09-2013,career change,Active,D&A,Ketsia Liebig,19,Google Search,Fully Meets,3.66,3,0,01-07-2012,0,6
"Forrest, Alex",10305,1,1,1,1.86975559,0.509678692,0.664346532,0.238366512,0.297279254,0.160084599,70187,1,3,Area Sales Manager,MA,2330,07-07-1975,M ,Married,US Citizen,No,9/29/2014,8/19/2018,Fatal attraction,Active,D&A,Lynn Daneault,21,Employee Referral,PIP,2,5,0,1/28/2019,4,7
"Foss, Jason",10015,0,1,1,2.592129785,0.753675712,0.45812192,0.07373928,0.465262783,0.84133009,178000,0,12,IT Director,MA,1460,07-05-1980,M ,Single,US Citizen,No,4/15/2011,,N/A-StillEmployed,Active,D&A,Jennifer Zamora,5,Indeed,Exceeds,5,5,5,01-07-2019,0,15
"Foster-Baker, Amy",10080,1,0,1,2.191771917,0.967985534,0.269093099,0.038266275,0.758903336,0.157523673,99351,0,26,Sr. Accountant,MA,2050,04/16/79,F,Married,US Citizen,no,01-05-2009,,N/A-StillEmployed,Active,D&A,Board of Directors,9,Other,Fully Meets,5,3,2,02-08-2019,0,3
"Fraval, Maruk ",10258,0,1,1,1.342275907,0.302015393,0.078993685,0.034479884,0.578854429,0.347932516,67251,0,3,Area Sales Manager,CT,6050,08/28/63,M ,Single,US Citizen,No,09-06-2011,,N/A-StillEmployed,Active,D&A,Lynn Daneault,21,CareerBuilder,Fully Meets,4.3,3,0,1/27/2019,2,7
"Galia, Lisa",10273,0,0,1,1.798925301,0.090297698,0.342149359,0.828616686,0.330552602,0.207308955,65707,0,14,IT Support,CT,6040,07-06-1968,F,Single,US Citizen,No,05-01-2010,,N/A-StillEmployed,Active,D&A,Eric Dougall,6,LinkedIn,Fully Meets,4.7,4,5,02-01-2019,0,1
"Garcia, Raul",10111,0,1,1,2.101981403,0.028099303,0.738305359,0.465639997,0.771133439,0.098803305,52249,0,19,Production Technician I,MA,1905,09/15/85,M ,Single,US Citizen,Yes,3/30/2015,,N/A-StillEmployed,Active,D&A,David Stanley,14,Employee Referral,Fully Meets,4.5,3,0,2/18/2019,0,5
"Gaul, Barbara",10257,0,0,1,2.253220986,0.127690902,0.891763114,0.76778288,0.114761358,0.351222731,53171,0,19,Production Technician I,MA,2121,12-02-1983,F,Single,US Citizen,Yes,5/16/2011,,N/A-StillEmployed,Active,D&A,Kelley Spirea,18,LinkedIn,Fully Meets,4.2,4,0,2/26/2019,0,12
"Gentry, Mildred",10159,1,0,1,2.101364374,0.156526453,0.189600096,0.947209896,0.159229849,0.648798079,51337,0,19,Production Technician I,MA,2145,10-01-1990,F,Married,US Citizen,No,3/30/2015,,N/A-StillEmployed,Active,D&A,Michael Albert,22,LinkedIn,Fully Meets,3.73,3,0,1/16/2019,0,19
"Gerke, Melisa",10122,0,0,5,1.350130374,0.204272848,0.286674259,0.16956947,0.014468615,0.675145182,51505,1,19,Production Technician I,MA,2330,05/15/70,F,Divorced,US Citizen,No,11-07-2011,11/15/2016,hours,Active,D&A,Elijiah Gray,16,Diversity Job Fair,Fully Meets,4.24,4,0,4/29/2016,0,2
"Gill, Whitney  ",10142,0,0,4,3.281412838,0.755197129,0.841344032,0.69983117,0.669097773,0.315942734,59370,1,3,Area Sales Manager,OH,43050,07-10-1971,F,Widowed,US Citizen,No,07-07-2014,09-05-2015,attendance,Active,D&A,John Smith,17,CareerBuilder,Fully Meets,3.97,4,0,1/15/2014,0,7
"Gilles, Alex",10283,1,1,5,2.134613434,0.08918644,0.708019851,0.917309475,0.178872793,0.241224875,54933,1,19,Production Technician I,MA,2062,08-09-1974,M ,Married,US Citizen,No,04-02-2012,6/25/2015,military,Active,D&A,Webster Butler,39,Diversity Job Fair,Needs Improvement,3.97,4,0,1/20/2015,3,15
"Girifalco, Evelyn",10018,0,0,1,1.945464527,0.076201804,0.556168452,0.042387925,0.395479068,0.875227278,57815,0,19,Production Technician I,MA,2451,05-08-1980,F,Single,US Citizen,Yes,9/29/2014,,N/A-StillEmployed,Active,D&A,Amy Dunn,11,Indeed,Exceeds,3.9,4,0,02-07-2019,0,3
"Givens, Myriam",10255,0,0,1,2.545721173,0.33635,0.749205689,0.899297026,0.089746619,0.471121839,61555,0,3,Area Sales Manager,IN,46204,09/22/89,F,Single,US Citizen,No,2/16/2015,,N/A-StillEmployed,Active,D&A,Lynn Daneault,21,Indeed,Fully Meets,4.5,5,0,1/25/2019,0,20
"Goble, Taisha",10246,0,0,4,2.350438713,0.869235683,0.738593066,0.120472496,0.597262575,0.024874893,114800,1,8,Database Administrator,MA,2127,10/23/71,F,Single,US Citizen,No,2/16/2015,3/15/2015,"no-call, no-show",Active,D&A,Simon Roup,4,Indeed,Fully Meets,4.6,4,4,1/20/2015,0,10
"Goeth, Amon",10228,1,1,1,1.6536247,0.034610555,0.894767563,0.382547172,0.056645657,0.285053752,74679,0,14,IT Support,MA,2135,11/24/89,M ,Married,US Citizen,Yes,3/30/2015,,N/A-StillEmployed,Active,D&A,Peter Monroe,7,LinkedIn,Fully Meets,4.3,5,7,01-10-2019,0,20
"Gold, Shenice  ",10243,0,0,1,2.091134336,0.79801972,0.253699739,0.697452502,0.123114313,0.218848062,53018,0,19,Production Technician I,MA,2451,06/18/92,F,Single,US Citizen,Yes,11-11-2013,,N/A-StillEmployed,Active,D&A,Ketsia Liebig,19,Indeed,Fully Meets,4.3,5,0,2/18/2019,0,7
"Gonzalez, Cayo",10031,0,1,1,2.645405113,0.958245115,0.783879144,0.396204062,0.130202952,0.37687384,59892,0,19,Production Technician I,MA,2108,09/29/69,M ,Divorced,US Citizen,No,07-11-2011,,N/A-StillEmployed,Active,D&A,Brannon Miller,12,Diversity Job Fair,Exceeds,4.5,4,0,2/18/2019,0,1
"Gonzalez, Juan",10300,1,1,5,1.202300262,0.012815006,0.290831996,0.067738071,0.212953448,0.617961742,68898,1,20,Production Technician II,MA,2128,10-12-1964,M ,Married,US Citizen,No,4/26/2010,5/30/2011,career change,Active,D&A,Brannon Miller,12,Diversity Job Fair,PIP,3,3,0,03-06-2011,3,10
"Gonzalez, Maria",10101,0,0,1,2.4665855,0.037465203,0.879743817,0.800825548,0.064893839,0.683657094,61242,0,14,IT Support,MA,2472,04/16/81,F,Separated,US Citizen,Yes,01-05-2015,,N/A-StillEmployed,Active,D&A,Peter Monroe,7,Employee Referral,Fully Meets,4.61,4,5,1/28/2019,0,11
"Good, Susan",10237,1,0,3,3.640044642,0.505688161,0.455393617,0.923210456,0.838883188,0.91686922,66825,0,20,Production Technician II,MA,1886,05/25/86,F,Married,US Citizen,No,05-12-2014,,N/A-StillEmployed,Active,D&A,David Stanley,14,LinkedIn,Fully Meets,4.6,3,0,02-07-2019,0,20
"Gordon, David",10051,1,1,1,3.055048739,0.737539737,0.67496828,0.825204037,0.172559856,0.644776829,48285,0,19,Production Technician I,MA,2169,05/21/79,M ,Married,US Citizen,No,07-02-2012,,N/A-StillEmployed,Active,D&A,David Stanley,14,LinkedIn,Fully Meets,5,3,0,1/14/2019,0,2
"Gosciminski, Phylicia  ",10218,0,0,3,2.136413519,0.44671493,0.412294422,0.29203969,0.672606902,0.312757575,66149,0,20,Production Technician II,MA,1824,12-08-1983,F,Separated,US Citizen,No,9/30/2013,,N/A-StillEmployed,Active,D&A,Kissy Sullivan,20,Google Search,Fully Meets,4.4,5,0,2/21/2019,0,1
"Goyal, Roxana",10256,1,0,3,1.985287903,0.503392223,0.079278842,0.506012003,0.249014897,0.647589938,49256,0,19,Production Technician I,MA,1864,10-09-1974,F,Married,US Citizen,No,8/19/2013,,N/A-StillEmployed,Active,D&A,Kissy Sullivan,20,LinkedIn,Fully Meets,4.1,5,0,2/15/2019,0,3
"Gray, Elijiah  ",10098,0,1,1,2.070376465,0.248957772,0.778716115,0.408498066,0.108858232,0.52534628,62957,0,18,Production Manager,MA,1752,07-11-1981,M ,Divorced,US Citizen,No,06-02-2015,,N/A-StillEmployed,Active,D&A,Janet King,2,Employee Referral,Fully Meets,4.63,3,0,01-04-2019,0,2
"Gross, Paula",10059,0,0,5,2.423262634,0.019641081,0.737111375,0.718897453,0.805510424,0.1421023,63813,1,19,Production Technician I,MA,2176,05/21/83,F,Divorced,US Citizen,No,2/21/2011,01-11-2014,more money,Active,D&A,Kelley Spirea,18,CareerBuilder,Fully Meets,5,5,0,06-03-2013,0,17
"Gruber, Hans",10234,1,1,1,2.310001199,0.984337823,0.207484235,0.720986515,0.077742092,0.319450535,99020,0,4,BI Developer,MA,2134,06/30/89,M ,Married,US Citizen,No,4/20/2017,,N/A-StillEmployed,Active,D&A,Brian Champaigne,13,Indeed,Fully Meets,4.2,5,5,1/28/2019,0,8
"Guilianno, Mike",10109,0,1,5,2.899511229,0.667633247,0.375621217,0.665984109,0.414759982,0.775512674,71707,1,3,Area Sales Manager,TN,37129,02-09-1969,M ,Single,US Citizen,No,03-07-2012,10/31/2014,relocation out of area,Active,D&A,John Smith,17,LinkedIn,Fully Meets,4.5,5,0,02-01-2013,0,20
"Handschiegl, Joanne",10125,1,0,1,1.049715399,0.127267144,0.118031096,0.002004485,0.49787969,0.304532985,54828,0,19,Production Technician I,MA,2127,03/23/77,F,Married,US Citizen,No,11/28/2011,,N/A-StillEmployed,Active,D&A,Michael Albert,22,Google Search,Fully Meets,4.2,4,0,2/22/2019,0,13
"Hankard, Earnest",10074,0,1,1,2.197566962,0.052504719,0.20240653,0.812116861,0.679929143,0.450609709,64246,0,20,Production Technician II,MA,2155,08-10-1988,M ,Single,US Citizen,Yes,11-11-2013,,N/A-StillEmployed,Active,D&A,Kelley Spirea,18,LinkedIn,Fully Meets,5,3,0,01-08-2019,0,20
"Harrington, Christie ",10097,0,0,5,2.188587747,0.833930216,0.291667128,0.187869042,0.330664802,0.54445656,52177,1,19,Production Technician I,MA,2324,08/18/52,F,Single,US Citizen,No,01-09-2012,12/15/2015,retiring,Active,D&A,Webster Butler,39,CareerBuilder,Fully Meets,4.64,4,0,05-02-2015,0,8
"Harrison, Kara",10007,1,0,1,3.920302119,0.932021082,0.952504718,0.645470484,0.660367231,0.729938604,62065,0,19,Production Technician I,MA,1886,05-02-1974,F,Married,US Citizen,No,05-12-2014,,N/A-StillEmployed,Active,D&A,Amy Dunn,11,CareerBuilder,Exceeds,4.76,4,0,2/15/2019,0,5
"Heitzman, Anthony",10129,0,1,1,2.366479744,0.303198797,0.389403329,0.616013767,0.754710839,0.303153012,46998,0,19,Production Technician I,MA,2149,01-04-1984,M ,Single,US Citizen,No,8/13/2012,,N/A-StillEmployed,Active,D&A,Ketsia Liebig,19,Google Search,Fully Meets,4.17,4,0,02-11-2019,0,1
"Hendrickson, Trina",10075,0,0,5,1.458944159,0.74765033,0.130440112,0.13715122,0.105435196,0.338267301,68099,1,20,Production Technician II,MA,2021,08/27/72,F,Single,US Citizen,No,01-10-2011,6/18/2013,hours,Active,D&A,Kelley Spirea,18,CareerBuilder,Fully Meets,5,3,0,1/30/2013,0,15
"Hitchcock, Alfred",10167,1,1,1,3.067543497,0.384053185,0.585903063,0.868777221,0.690414931,0.538395097,70545,0,3,Area Sales Manager,NH,3062,09/14/88,M ,Married,US Citizen,No,8/18/2014,,N/A-StillEmployed,Active,D&A,John Smith,17,Indeed,Fully Meets,3.6,5,0,1/30/2019,0,9
"Homberger, Adrienne  J",10195,1,0,5,3.017213283,0.143343546,0.752153526,0.697314103,0.947077769,0.477324338,63478,1,20,Production Technician II,MA,2445,02/16/84,F,Married,Non-Citizen,No,8/15/2011,04-07-2012,relocation out of area,Active,D&A,Michael Albert,30,Indeed,Fully Meets,3.03,5,0,03-05-2012,0,16
"Horton, Jayne",10112,0,0,1,2.421622162,0.357181426,0.232037015,0.639986155,0.501599657,0.69081791,97999,0,8,Database Administrator,MA,2493,02/21/84,F,Single,US Citizen,No,3/30/2015,,N/A-StillEmployed,Active,D&A,Simon Roup,4,Indeed,Fully Meets,4.48,5,6,01-03-2019,0,4
"Houlihan, Debra",10272,1,0,1,2.185179733,0.045251578,0.216793076,0.395151889,0.885316537,0.642666654,180000,0,11,Director of Sales,RI,2908,03/17/66,F,Married,US Citizen,No,05-05-2014,,N/A-StillEmployed,Active,D&A,Janet King,2,LinkedIn,Fully Meets,4.5,4,0,1/21/2019,0,19
"Howard, Estelle",10182,1,0,1,1.758804759,0.774901893,0.441764437,0.15285008,0.257325284,0.131963065,49920,1,2,Administrative Assistant,MA,2170,09/16/85,F,Married,US Citizen,No,2/16/2015,4/15/2015,"no-call, no-show",Active,D&A,Brandon R. LeBlanc,1,Indeed,Fully Meets,3.24,3,4,4/15/2015,0,6
"Hudson, Jane",10248,0,0,1,2.538252703,0.742187351,0.243473321,0.859205727,0.653089497,0.040296807,55425,0,19,Production Technician I,MA,2176,06-10-1986,F,Single,US Citizen,No,2/20/2012,,N/A-StillEmployed,Active,D&A,Ketsia Liebig,19,LinkedIn,Fully Meets,4.8,4,0,01-07-2019,0,4
"Hunts, Julissa",10201,0,0,2,2.488448469,0.470664927,0.205580521,0.542188659,0.841990557,0.428023805,69340,0,20,Production Technician II,MA,2021,03-11-1984,F,Single,US Citizen,No,06-06-2016,,N/A-StillEmployed,Active,D&A,Elijiah Gray,16,LinkedIn,Fully Meets,3,5,0,1/18/2019,0,4
"Hutter, Rosalie",10214,0,0,2,1.948941222,0.424217571,0.219991058,0.517603344,0.187177087,0.599952162,64995,0,20,Production Technician II,MA,2351,05-07-1992,F,Separated,US Citizen,No,06-05-2015,,N/A-StillEmployed,Active,D&A,Webster Butler,,Indeed,Fully Meets,4.5,3,0,2/14/2019,0,6
"Huynh, Ming",10160,0,0,5,2.038724775,0.490868834,0.277575752,0.213426957,0.832652104,0.224201129,68182,1,20,Production Technician II,MA,1742,09/22/76,F,Divorced,US Citizen,No,2/21/2011,04-01-2013,unhappy,Active,D&A,Amy Dunn,11,Google Search,Fully Meets,3.72,3,0,02-01-2013,0,18
"Immediato, Walter",10289,1,1,5,2.518311015,0.87787165,0.284377871,0.249546177,0.460929873,0.645585445,83082,1,18,Production Manager,MA,2128,11/15/76,M ,Married,US Citizen,No,2/21/2011,9/24/2012,unhappy,Active,D&A,Janet King,2,Indeed,Needs Improvement,2.34,2,0,04-12-2012,3,4
"Ivey, Rose ",10139,0,0,1,3.620347194,0.835177617,0.613932486,0.93967491,0.816116247,0.415445933,51908,0,19,Production Technician I,MA,1775,01/28/91,F,Single,US Citizen,No,8/19/2013,,N/A-StillEmployed,Active,D&A,Brannon Miller,12,Indeed,Fully Meets,3.99,3,0,1/14/2019,0,14
"Jackson, Maryellen",10227,0,0,1,2.317652577,0.69857237,0.08680217,0.493253024,0.808378767,0.230646247,61242,0,19,Production Technician I,MA,2081,09-11-1972,F,Single,US Citizen,No,11-05-2012,,N/A-StillEmployed,Active,D&A,David Stanley,14,LinkedIn,Fully Meets,4.1,3,0,1/17/2019,0,7
"Jacobi, Hannah  ",10236,0,0,1,2.400887827,0.353797384,0.717266682,0.377997635,0.609345739,0.342480387,45069,0,19,Production Technician I,MA,1778,03/22/66,F,Divorced,US Citizen,No,9/30/2013,,N/A-StillEmployed,Active,D&A,Kissy Sullivan,20,Employee Referral,Fully Meets,4.3,5,0,2/22/2019,0,7
"Jeannite, Tayana",10009,0,0,1,1.715362941,0.247983957,0.542207879,0.206691324,0.253196962,0.465282819,60724,0,20,Production Technician II,MA,1821,11-06-1986,F,Divorced,US Citizen,No,07-05-2011,,N/A-StillEmployed,Active,D&A,Ketsia Liebig,19,LinkedIn,Exceeds,4.6,4,0,2/25/2019,0,11
"Jhaveri, Sneha  ",10060,0,0,1,3.586356501,0.472633486,0.904147922,0.672725501,0.860319331,0.676530261,60436,0,19,Production Technician I,MA,2109,04/13/64,F,Separated,US Citizen,No,01-06-2014,,N/A-StillEmployed,Active,D&A,Kelley Spirea,18,LinkedIn,Fully Meets,5,5,0,1/21/2019,0,9
"Johnson, George",10034,1,1,5,2.833383777,0.5257178,0.60670604,0.6291505,0.838016685,0.233792752,46837,1,19,Production Technician I,MA,2445,08/19/59,M ,Married,US Citizen,No,11-07-2011,4/29/2018,more money,Active,D&A,Michael Albert,22,CareerBuilder,Exceeds,4.7,4,0,2/14/2018,0,9
"Johnson, Noelle ",10156,1,0,3,3.013447425,0.510589076,0.761254059,0.232080389,0.725098583,0.784425317,105700,0,8,Database Administrator,MA,2301,11-07-1986,F,Married,US Citizen,No,01-05-2015,,N/A-StillEmployed,Active,D&A,Simon Roup,4,Indeed,Fully Meets,3.75,3,5,02-11-2019,0,2
"Johnston, Yen",10036,0,0,1,1.716184011,0.164192842,0.167056122,0.101664148,0.765821987,0.517448911,63322,0,20,Production Technician II,MA,2128,09-08-1969,F,Single,US Citizen,No,07-07-2014,,N/A-StillEmployed,Active,D&A,Brannon Miller,12,LinkedIn,Exceeds,4.3,3,0,01-11-2019,0,1
"Jung, Judy  ",10138,1,0,5,3.075102416,0.645851553,0.246650119,0.659675503,0.827174656,0.695750585,61154,1,19,Production Technician I,MA,2446,04/17/86,F,Married,US Citizen,No,01-10-2011,04-01-2016,unhappy,Active,D&A,Elijiah Gray,16,CareerBuilder,Fully Meets,4,4,0,02-03-2016,0,4
"Kampew, Donysha",10244,0,0,5,3.276018422,0.9026,0.56306931,0.314415879,0.59940284,0.896530393,68999,1,21,Sales Manager,PA,19444,11-11-1989,F,Single,US Citizen,No,11-07-2011,4/24/2014,maternity leave - did not return,Active,D&A,Debra Houlihan,15,Google Search,Fully Meets,4.5,5,0,3/30/2013,0,2
"Keatts, Kramer ",10192,0,1,1,1.245225262,0.063206084,0.108049715,0.43812651,0.33456946,0.301273493,50482,0,19,Production Technician I,MA,1887,01/19/76,M ,Single,US Citizen,No,9/30/2013,,N/A-StillEmployed,Active,D&A,Michael Albert,22,Indeed,Fully Meets,3.07,4,0,1/23/2019,0,10
"Khemmich, Bartholemew",10231,0,1,1,1.682782748,0.485767283,0.577929214,0.324886972,0.01591969,0.278279589,65310,0,3,Area Sales Manager,CO,80820,11/27/79,M ,Single,US Citizen,No,8/19/2013,,N/A-StillEmployed,Active,D&A,Lynn Daneault,21,Indeed,Fully Meets,4.3,5,0,1/22/2019,0,13
"King, Janet",10089,1,0,1,2.145102616,0.121205035,0.991597095,0.185275034,0.092500823,0.754524629,250000,0,16,President & CEO,MA,1902,09/21/54,F,Married,US Citizen,Yes,07-02-2012,,N/A-StillEmployed,Active,D&A,Board of Directors,9,Indeed,Fully Meets,4.83,3,0,1/17/2019,0,10
"Kinsella, Kathleen  ",10166,1,0,5,1.374761338,0.373344761,0.253966451,0.477561958,0.198221918,0.071666249,54005,1,19,Production Technician I,MA,2170,12-08-1973,F,Married,US Citizen,No,9/26/2011,06-04-2015,more money,Active,D&A,Webster Butler,39,Google Search,Fully Meets,3.6,5,0,03-01-2015,0,16
"Kirill, Alexandra  ",10170,1,0,5,2.656784294,0.017571158,0.864822803,0.835853067,0.502344501,0.436192765,45433,1,19,Production Technician I,MA,2127,10-08-1970,F,Married,US Citizen,No,9/26/2011,01-09-2014,more money,Active,D&A,Amy Dunn,11,Google Search,Fully Meets,3.49,4,0,1/30/2013,0,6
"Knapp, Bradley  J",10208,0,1,1,2.250688162,0.248901606,0.395411527,0.787028621,0.437675812,0.381670596,46654,0,19,Production Technician I,MA,1721,11-10-1977,M ,Single,US Citizen,No,2/17/2014,,N/A-StillEmployed,Active,D&A,Ketsia Liebig,19,LinkedIn,Fully Meets,3.1,3,0,02-06-2019,0,3
"Kretschmer, John",10176,1,1,1,2.278658415,0.206158608,0.885887844,0.3419146,0.178127208,0.666570155,63973,0,19,Production Technician I,MA,1801,02-02-1980,M ,Married,US Citizen,No,01-10-2011,,N/A-StillEmployed,Active,D&A,Brannon Miller,12,Indeed,Fully Meets,3.38,3,0,1/21/2019,0,17
"Kreuger, Freddy",10165,0,1,1,1.91725378,0.508567218,0.8330198,0.44224044,0.056756637,0.076669685,71339,0,3,Area Sales Manager,NY,10171,02/24/69,M ,Single,US Citizen,Yes,03-07-2011,,N/A-StillEmployed,Active,D&A,John Smith,17,Diversity Job Fair,Fully Meets,3.65,5,0,1/17/2019,0,20
"Lajiri,  Jyoti",10113,1,1,3,1.687978398,0.66746795,0.744376611,0.020712214,0.120351123,0.1350705,93206,0,28,Sr. Network Engineer,MA,2169,04/23/86,M ,Married,US Citizen,No,11-10-2014,,N/A-StillEmployed,Active,D&A,Peter Monroe,7,Employee Referral,Fully Meets,4.46,5,6,01-07-2019,0,7
"Landa, Hans",10092,1,1,4,2.445468956,0.108886909,0.892447454,0.266034345,0.354910987,0.82318926,82758,1,18,Production Manager,MA,1890,07-01-1972,M ,Married,US Citizen,No,01-10-2011,12-12-2015,attendance,Active,D&A,Janet King,2,Employee Referral,Fully Meets,4.78,4,0,2/15/2015,0,9
"Langford, Lindsey",10106,0,0,5,2.388879953,0.27452048,0.494451642,0.487907269,0.642364511,0.489636052,66074,1,20,Production Technician II,MA,2090,07/25/79,F,Divorced,US Citizen,No,01-07-2013,3/31/2014,Another position,Active,D&A,David Stanley,14,Indeed,Fully Meets,4.52,3,0,2/20/2014,0,20
"Langton, Enrico",10052,1,1,1,2.777058193,0.867738998,0.210235085,0.336855956,0.565446511,0.796781643,46120,0,19,Production Technician I,MA,2048,12-09-1986,M ,Married,US Citizen,No,07-09-2012,,N/A-StillEmployed,Active,D&A,David Stanley,14,LinkedIn,Fully Meets,5,5,0,02-04-2019,0,13
"LaRotonda, William  ",10038,0,1,1,2.394046913,0.570585421,0.335432843,0.427229223,0.07234268,0.988456746,64520,0,1,Accountant I,MA,1460,04/26/84,M ,Divorced,US Citizen,No,01-06-2014,,N/A-StillEmployed,Active,D&A,Brandon R. LeBlanc,1,Website,Fully Meets,5,4,4,1/17/2019,0,3
"Latif, Mohammed",10249,1,1,5,2.815132318,0.100749091,0.870108811,0.873179109,0.145936865,0.825158441,61962,1,20,Production Technician II,MA,2126,05-09-1984,M ,Married,US Citizen,No,04-02-2012,4/15/2013,more money,Active,D&A,Kissy Sullivan,20,Google Search,Fully Meets,4.9,3,0,2/20/2013,0,20
"Le, Binh",10232,0,0,1,2.997477523,0.62563868,0.616809095,0.834968496,0.756441717,0.163619535,81584,0,22,Senior BI Developer,MA,1886,06/14/87,F,Single,US Citizen,No,10-02-2016,,N/A-StillEmployed,Active,D&A,Brian Champaigne,13,Indeed,Fully Meets,4.1,5,7,01-08-2019,0,2
"Leach, Dallas",10087,0,0,5,3.095599093,0.979145781,0.6385789,0.543358201,0.579782471,0.35473374,63676,1,19,Production Technician I,MA,1810,01/17/79,F,Single,US Citizen,No,9/26/2011,8/19/2018,return to school,Active,D&A,Kissy Sullivan,20,CareerBuilder,Fully Meets,4.88,3,0,07-02-2017,0,17
"LeBlanc, Brandon  R",10134,1,1,1,2.53548672,0.630930348,0.423385242,0.30858409,0.342687016,0.829900023,93046,0,23,Shared Services Manager,MA,1460,06-10-1984,M ,Married,US Citizen,No,01-05-2016,,N/A-StillEmployed,Active,D&A,Janet King,2,CareerBuilder,Fully Meets,4.1,4,0,1/28/2019,0,20
